"Rank","url","name","overallurl","Tuition and Fees","Enrollment","SAT","ACT","Median starting salary of alumni","Selectivity","Acceptance rate","Application deadline","Class sizes(<20,20-49,>=50)__001","Class sizes(<20,20-49,>=50)__002","Class sizes(<20,20-49,>=50)__003","Student-faculty ratio","4-year graduation rate","Total faculty(fulltime,parttime)","Total faculty(fulltime,parttime)____001","Total faculty(fulltime,parttime)____002","Best Business Schools","Best Business Schools__Accounting","Best Business Schools__Entrepreneurship","Best Business Schools__Executive MBA","Best Business Schools__Finance","Best Business Schools__Information Systems","Best Business Schools__International","Best Business Schools__Management","Best Business Schools__Marketing","Best Business Schools__Part-time MBA","Best Business Schools__Production / Operations","Best Business Schools__Supply Chain / Logistics","Best Education Schools","Best Education Schools__Student Counseling and Personnel Services","Best Education Schools__Technical / Vocational","Best Education Schools__Curriculum and Instruction","Best Education Schools__Education Policy","Best Education Schools__Educational Administration and Supervision","Best Education Schools__Educational Psychology","Best Education Schools__Elementary Teacher Education","Best Education Schools__Higher Education Administration","Best Education Schools__Secondary Teacher Education","Best Education Schools__Special Education","Best Business Schools__Nonprofit","Best Engineering Schools","Best Engineering Schools__Biomedical Engineering / Bioengineering","Best Engineering Schools__Aerospace / Aeronautical / Astronautical Engineering","Best Engineering Schools__Biological / Agricultural Engineering","Best Engineering Schools__Chemical Engineering","Best Engineering Schools__Civil Engineering","Best Engineering Schools__Computer Engineering","Best Engineering Schools__Electrical / Electronic / Communications Engineering","Best Engineering Schools__Materials Engineering","Best Engineering Schools__Environmental / Environmental Health Engineering","Best Engineering Schools__Industrial / Manufacturing / Systems Engineering","Best Engineering Schools__Mechanical Engineering","Best Engineering Schools__Nuclear Engineering","Best Engineering Schools__Petroleum Engineering","Best Law Schools","Best Law Schools__Clinical Training","Best Law Schools__Trial Advocacy","Best Law Schools__Dispute Resolution","Best Law Schools__Environmental Law","Best Law Schools__Health Care Law","Best Law Schools__Intellectual Property Law","Best Law Schools__International Law","Best Law Schools__Legal Writing","Best Law Schools__Part-time Law","Best Law Schools__Tax Law","Best Medical Schools: Primary Care","Best Medical Schools: Research","Best Medical Schools: Research__Anesthesiology","Best Medical Schools: Research__Internal Medicine","Best Medical Schools: Research__Pediatrics","Best Medical Schools: Research__Obstetrics and Gynecology","Best Medical Schools: Research__Psychiatry","Best Medical Schools: Research__Radiology","Best Medical Schools: Research__Surgery","Audiology","Best Nursing Schools: Doctor of Nursing Practice","Best Nursing Schools: Master's","Best Nursing Schools: Master's__Clinical Nurse Leader","Best Nursing Schools: Master's__Nurse Practitioner: Adult / Gerontology, Acute Care","Best Nursing Schools: Master's__Nurse Practitioner: Adult / Gerontology, Primary Care","Best Nursing Schools: Master's__Nurse Practitioner: Family","Best Nursing Schools: Master's__Nurse Practitioner: Pediatric, Primary Care","Best Nursing Schools: Master's__Nurse Practitioner: Psychiatric / Mental Health, Across the Lifespan","Best Nursing Schools: Master's__Nursing Administration","Best Nursing Schools: Master's__Nursing Informatics","Biological Sciences","Biological Sciences__Cell Biology","Biological Sciences__Neuroscience / Neurobiology","Biological Sciences__Genetics / Genomics / Bioinformatics","Biological Sciences__Microbiology","Biological Sciences__Ecology / Evolutionary Biology","Biological Sciences__Biochemistry / Biophysics / Structural Biology","Chemistry","Chemistry__Analytical","Chemistry__Biochemistry","Chemistry__Inorganic","Chemistry__Organic","Chemistry__Physical","Chemistry__Theoretical","Clinical Psychology","Computer Science","Computer Science__Artificial Intelligence","Computer Science__Programming Language","Criminology","Computer Science__Systems","Computer Science__Theory","Earth Sciences","Earth Sciences__Environmental Sciences","Earth Sciences__Geochemistry","Earth Sciences__Geology","Earth Sciences__Paleontology","Earth Sciences__Geophysics and Seismology","Economics","Economics__Development Economics","Economics__Econometrics","Economics__Industrial Organization","Economics__International Economics","Economics__Labor Economics","Economics__Macroeconomics","Economics__Microeconomics","Economics__Public Finance","English","English__18th Through 20th Century British Literature","English__African-American Literature","English__American Literature After 1865","English__Literary Criticism and Theory","English__American Literature Before 1865","English__Gender and Literature","English__Medieval / Renaissance Literature","Best Fine Arts Programs","Best Fine Arts Programs__Glass","Best Fine Arts Programs__Ceramics","Best Fine Arts Programs__Printmaking","Best Fine Arts Programs__Graphic Design","Best Fine Arts Programs__Painting / Drawing","Best Fine Arts Programs__Photography","Best Fine Arts Programs__Sculpture","Best Fine Arts Programs__Time-Based Media / New Media","Health Care Management","History","History__African History","History__Cultural History","History__African-American History","History__Women's History","History__Asian History","History__European History","History__Latin American History","History__Modern U.S. History","Best Library and Information Studies Programs","Best Library and Information Studies Programs__Archives and Preservation","Best Library and Information Studies Programs__Digital Librarianship","Best Library and Information Studies Programs__Health Librarianship","Best Library and Information Studies Programs__Information Systems","Best Library and Information Studies Programs__Law Librarianship","Best Library and Information Studies Programs__School Library Media","Best Library and Information Studies Programs__Services for Children and Youth","History__U.S. Colonial History","Mathematics","Mathematics__Logic","Mathematics__Algebra / Number Theory / Algebraic Geometry","Mathematics__Analysis","Mathematics__Applied Math","Mathematics__Discrete Mathematics and Combinatorics","Mathematics__Geometry","Nursing-Midwifery","Occupational Therapy","Pharmacy","Physical Therapy","Physician Assistant","Mathematics__Topology","Nursing-Anesthesia","Physics","Physics__Atomic / Molecular / Optical","Physics__Condensed Matter","Physics__Cosmology / Relativity / Gravity","Physics__Elementary Particles / Field / String Theory","Physics__Nuclear","Physics__Plasma","Physics__Quantum","Political Science","Political Science__American Politics","Political Science__Comparative Politics","Political Science__International Politics","Political Science__Political Methodology","Political Science__Political Theory","Psychology","Psychology__Industrial and Organizational Psychology","Psychology__Behavioral Neuroscience","Psychology__Cognitive Psychology","Psychology__Developmental Psychology","Psychology__Experimental Psychology","Psychology__Social Psychology","Public Health","Rehabilitation Counseling","Social Work","Best Public Affairs Programs","Best Public Affairs Programs__Environmental Policy and Management","Best Public Affairs Programs__Information and Technology Management","Best Public Affairs Programs__Homeland/National Security and Emergency Management","Best Public Affairs Programs__Health Policy and Management","Best Public Affairs Programs__Public Finance and Budgeting","Best Public Affairs Programs__International Global Policy and Administration","Best Public Affairs Programs__Local Government Management","Best Public Affairs Programs__Nonprofit Management","Best Public Affairs Programs__Public Management and Leadership","Best Public Affairs Programs__Public Policy Analysis","Best Public Affairs Programs__Social Policy","Best Public Affairs Programs__Urban Policy","Sociology","Speech-Language Pathology","Sociology__Historical Sociology","Sociology__Economic Sociology","Sociology__Sex and Gender","Sociology__Social Psychology","Sociology__Social Stratification","Sociology__Sociology of Culture","Statistics","Veterinary Medicine","Sociology__Sociology of Population"
"#70","https://premium.usnews.com/best-colleges/university-of-pittsburgh-3379","University of Pittsburgh","https://premium.usnews.com/best-colleges/university-of-pittsburgh-3379/overall-rankings","$32,052 (out-of-state), $19,080 (in-state)","19,326","1240-1420","27-32","$53,200","More selective","60%","rolling","43%","37.6%","19.4%","14:1","65%","","1,791","548","52","","","","","","","","","56","","","34","","","","","","","","","","","","47","18","","","32","55","43","55","50","48","17","48","","","74","","","","","20","","27","","","","14","14","10","","7","6","9","","10","7","5","7","4","7","12","12","6","12","10","7","46","","","","","","","39","","","","","","","11","49","","","","","","90","","","","","","39","","","","","","","","","35","","","","","","","","","","","","","","","","","29","44","","","","","","","","","10","6","11","1","9","","","","","55","","","","","","","","4","9","1","57","","4","47","","","","","","","","40","","","","","","26","","","","","","","13","18","11","34","","","","","","7","19","","37","","","","57","7","","","","","","","55","",""
"#76","https://premium.usnews.com/best-colleges/virginia-tech-3754","Virginia Tech","https://premium.usnews.com/best-colleges/virginia-tech-3754/overall-rankings","$31,304 (out-of-state), $13,620 (in-state)","27,193","1180-1360","25-30","$60,000","More selective","70%","Jan. 15","27.3%","50.4%","22.2%","14:1","63%","","1,806","226","17","","","","","","","","","","","","95","","","","","","","","","","","","11","34","11","38","7","17","18","6","22","7","28","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","","","67","","","","","","","47","40","","","","","","28","","","","","","59","","","","","","","","","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","61","","","","","","","","","","","","","","81","","","","","","","","","","44","","","","","","","","","33","","","","47","","","","","","","","61","19",""
"#96","https://premium.usnews.com/best-colleges/illinois-institute-of-technology-1691","Illinois Institute of Technology","https://premium.usnews.com/best-colleges/illinois-institute-of-technology-1691/overall-rankings","$47,646","2,900","1230-1410","25-31","$61,400","More selective","54%","Aug. 1","50.4%","40.2%","9.4%","12:1","32%","","413","364","","","","","","","","","","","","","","","","","","","","","","","","","74","78","42","","83","98","80","85","75","76","","","","","85","","4","","","","9","","17","20","","","","","","","","","","","","","","","","","","","","","","175","","","","","","","122","","","","","","","135","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","","","","","","","","","","","","","","119","","","","","","","","","","","","","","148","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","",""
"#89","https://premium.usnews.com/best-colleges/howard-university-1448","Howard University","https://premium.usnews.com/best-colleges/howard-university-1448/overall-rankings","$26,756","6,354","1090-1290","22-28","$51,500","Selective","41%","Feb. 15","54.6%","40.5%","4.8%","8:1","43%","","754","295","78","","","","","","","","","","","","105","","","","","","","","","","","","132","","","","","144","","","","","","","","","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","","","","","","","","","","","","","","165","","","","","","","","","","","","","","","","","","","","","","124","","","","","","","","104","","","","","","","","","","79","","","","","","","","","","","","","","","","","","144","","","","","","","","88","98","","96","","","","","","","","","","","","","","","","","112","","","","","","","","","30","","","","","","","","","","","","","","87","108","","","","","","","","",""
"#85","https://premium.usnews.com/best-colleges/university-of-california-riverside-1316","University of California--Riverside","https://premium.usnews.com/best-colleges/university-of-california-riverside-1316/overall-rankings","$42,879 (out-of-state), $13,887 (in-state)","20,069","1090-1300","23-29","$50,700","More selective","57%","Nov. 30","22.5%","47.3%","30.2%","22:1","53%","","976","188","89","","","","","","","","","152","","","70","","","","","","","","","","","","72","43","","","55","","59","48","70","69","","","","","","","","","","","","","","","","","93","","","","","","","","","","","","","","","","","","","73","","","","","","","59","","","","","","","","61","","","","","","46","","","","","","63","","","","","","","","","47","","","","","","","","","","","","","","","","","","79","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","56","","","","","","","","48","","","","","","66","","","","","","","","","","96","","","","","","","","","","","","","57","","","","","","","","74","",""
"#89","https://premium.usnews.com/best-colleges/ub-9554","University at Buffalo--SUNY","https://premium.usnews.com/best-colleges/ub-9554/overall-rankings","$27,758 (out-of-state), $10,028 (in-state)","21,020","1140-1310","24-28","$51,100","More selective","57%","rolling","28.7%","48.3%","23%","13:1","57%","","1,283","556","70","","","","","","","","","125","","","70","","","","","","","","","","","","61","64","42","","43","32","55","69","77","58","28","59","","","106","","","","","","","","","","","72","61","","","","","","","","17","73","91","","","","","","","","","140","","","","","","","79","","","","","","","50","61","","","","","","90","","","","","","90","","","","","","","","","42","","","","","","","","69","","","","","","","","","","91","","","","","","","","","22","","","","","","","","","94","","","","","","","","32","22","79","","","10","91","","","","","","","","65","","","","","","75","","","","","","","31","21","24","","","","","","","","","","","","","","67","30","","","","","","","83","",""
"#85","https://premium.usnews.com/best-colleges/university-of-san-diego-10395","University of San Diego","https://premium.usnews.com/best-colleges/university-of-san-diego-10395/overall-rankings","$49,358","5,774","1180-1350","26-30","$54,000","More selective","50%","Dec. 15","37.6%","62.4%","0.1%","14:1","70%","","458","451","79","","","","","","","","","125","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","27","","","18","16","","","","","","","","","","","44","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#80","https://premium.usnews.com/best-colleges/stony-brook-suny-2838","Stony Brook University--SUNY","https://premium.usnews.com/best-colleges/stony-brook-suny-2838/overall-rankings","$26,934 (out-of-state), $9,624 (in-state)","17,364","1210-1410","26-31","$54,400","More selective","42%","Jan. 15","43.2%","33.1%","23.7%","18:1","53%","","1,075","491","","","","","","","","","","","","","","","","","","","","","","","","","67","50","","","72","89","45","69","50","","","70","","","","","","","","","","","","","","77","57","","","","","","","","","73","66","","","","","","","","","54","","","","","","","59","","","","","","","4","40","","","","","","38","","","","","","63","","","","","","","","","60","","","","","","","","98","","","","","","","","","","63","","","","","","","","","","","","","","","","","","26","","","","","","5","23","44","","64","16","10","","23","","","","","3","","","29","","","","","","39","","","","","","","","","59","","","","","","","","","","","","","","40","","","","","","","","","",""
"#89","https://premium.usnews.com/best-colleges/university-of-iowa-1892","University of Iowa","https://premium.usnews.com/best-colleges/university-of-iowa-1892/overall-rankings","$30,609 (out-of-state), $8,965 (in-state)","24,503","1140-1370","23-28","$49,600","More selective","86%","May 1","50.9%","36%","13%","16:1","54%","","1,452","157","22","","","","","","","","","","","","40","10","","","","","","","","","","","69","55","","","61","45","68","75","","17","39","59","","","27","","","","","","","","","","","21","32","","17","","","","","12","2","15","27","7","9","12","17","12","","2","","54","","","","","","","67","","","","","","","25","64","","","","","","78","","","","","","42","","","","","","","","","42","","","","","","","","33","","","5","","","","","","10","53","","","","","","","","","32","","","","","","","","","62","","","","","","","","","17","6","2","","10","61","","","","","","","","37","","","","","","26","","","","","","","17","3","54","","","","","","","","","","","","","","36","1","","","","3","","","55","",""
"#96","https://premium.usnews.com/best-colleges/university-of-denver-1371","University of Denver","https://premium.usnews.com/best-colleges/university-of-denver-1371/overall-rankings","$50,556","5,765","1160-1350","25-30","$50,600","More selective","58%","Jan. 15","56.6%","38%","5.4%","11:1","65%","","733","557","92","","","","","","","","","87","","","130","","","","","","","","","","","","145","","","","","","63","","","","","","","","63","8","15","","19","","","","7","14","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","","","","","","","","","116","","","","","","","","173","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","","","","","","","","","17","96","","","","","","","","","","","","","","","","","","","","","","",""
"#80","https://premium.usnews.com/best-colleges/tcu-3636","Texas Christian University","https://premium.usnews.com/best-colleges/tcu-3636/overall-rankings","$46,950","9,011","1130-1330","25-30","$51,200","More selective","41%","Feb. 1","44.2%","51.2%","4.5%","13:1","69%","","669","351","82","","","","","","","","","","","","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","","","","","","","","173","","","","","","","","","","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","167","","","","","","","","","105","","","","","","","","","","","","","","","81","","","","","","","","",""
"#85","https://premium.usnews.com/best-colleges/michigan-state-2290","Michigan State University","https://premium.usnews.com/best-colleges/michigan-state-2290/overall-rankings","$39,750 (out-of-state), $14,460 (in-state)","38,996","1100-1320","23-28","$52,200","More selective","72%","rolling","25.2%","51%","23.8%","16:1","52%","","2,519","427","37","","","","","","21","","","","10","1","22","12","","2","9","8","4","1","1","1","11","","56","64","","11","43","40","","54","30","48","","43","","","88","","","","","","","","","54","","79","","","","","","","","","","73","55","","","","","","","","","46","","","","","","","48","","","","","","","41","55","","","10","","","64","","","","","","29","","12","","","","","","","60","","","","","","","","82","","","","","","","","","","44","1","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","29","28","","","","","1","","","29","","","","","","45","1","","","","","","","1","34","","","","","","","","","","","","","","42","46","","","","","","","50","12",""
"#80","https://premium.usnews.com/best-colleges/colorado-school-of-mines-1348","Colorado School of Mines","https://premium.usnews.com/best-colleges/colorado-school-of-mines-1348/overall-rankings","$38,584 (out-of-state), $18,964 (in-state)","4,794","1310-1450","28-32","$69,700","More selective","56%","May 1","26.5%","54%","19.5%","16:1","55%","","294","237","","","","","","","","","","","","","","","","","","","","","","","","","58","","","","47","45","80","75","30","27","","53","24","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","91","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","","","","","","","","","","","","","","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#96","https://premium.usnews.com/best-colleges/university-of-colorado-boulder-1370","University of Colorado--Boulder","https://premium.usnews.com/best-colleges/university-of-colorado-boulder-1370/overall-rankings","$37,288 (out-of-state), $12,534 (in-state)","29,091","1150-1345","25-30","$53,400","More selective","80%","Jan. 15","48.8%","36%","15.2%","18:1","45%","","1,585","591","65","","","","","","","","","51","","","29","","","","14","","","","","","","","32","","12","","17","23","36","35","46","17","","35","","","46","","","","5","","32","","","","","","","","","","","","","","17","","","","","","","","","","","33","","","","","","","24","","","","","10","","16","40","","","","","","19","","","","","","50","","","","","","","","","35","","","","","","","","59","","5","","","","","","","","38","","","","","","","","","","","","","","","","","","47","","","","14","","","","","","","","","","14","2","","","","","","6","40","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","42","24","","","","","","","","",""
"#89","https://premium.usnews.com/best-colleges/loyola-university-chicago-1710","Loyola University Chicago","https://premium.usnews.com/best-colleges/loyola-university-chicago-1710/overall-rankings","$44,048","11,420","1120-1310","24-29","$49,100","More selective","71%","rolling","41.7%","52.6%","5.7%","14:1","69%","","827","739","28","20","","","","32","","","","12","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","74","","10","","","6","","","","14","","","","","","","","","","","","72","55","","","","","","","","","130","","","","","","","","","","","","","","87","","","","","","","","","","","","","","","","","","","","","","91","","","","","","","","","","","","","","","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","","","","131","","","","","","","","","38","","","","","","","","","","","","","","87","","","","","","","","","",""
"#89","https://premium.usnews.com/best-colleges/university-of-delaware-1431","University of Delaware","https://premium.usnews.com/best-colleges/university-of-delaware-1431/overall-rankings","$34,310 (out-of-state), $13,680 (in-state)","18,946","1150-1330","25-29","$54,800","More selective","60%","Jan. 15","34.4%","49.7%","15.9%","13:1","73%","","1,247","529","95","","","","","","","","","152","","","34","","","","","","","","","","","","47","50","","","9","55","53","59","58","48","","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","","","","","","","59","","","","","","","36","68","","","15","","","78","","","","","","","","","","","","","","","77","","","","","","","","157","","","","","","","","","","91","","","","","","","","","","","","","","","","","","74","","","","","","","","","","1","","","","71","","","","","","","","81","","","","","","66","","","","","","","","","","34","","","","","17","","","","29","","","","63","","","","","","","","","",""
"#80","https://premium.usnews.com/best-colleges/yeshiva-university-2903","Yeshiva University","https://premium.usnews.com/best-colleges/yeshiva-university-2903/overall-rankings","$43,500","2,728","1160-1420","23-29","$53,400","More selective","63%","Feb. 1","58.6%","40.2%","1.2%","7:1","76%","","358","301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","9","","","12","","","24","","26","39","","","","","","","","","","","","","","","","","","","39","","","","","","","","","","","","","","143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","","","","","","","","","59","","","","","","","","","","","","","","","","","","","","","","","",""
"#96","https://premium.usnews.com/best-colleges/miami-university-7104","Miami University--Oxford","https://premium.usnews.com/best-colleges/miami-university-7104/overall-rankings","$33,577 (out-of-state), $14,825 (in-state)","17,147","1190-1380","26-31","$53,300","More selective","68%","Feb. 1","33.7%","55.7%","10.7%","17:1","67%","","973","308","51","","","","","","","","","","","","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","","","","","","","122","","","","","","","102","","","","","","","90","","","","","","","","","","","","","","","77","","","","","","","","114","","","","","","","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","","",""
"#96","https://premium.usnews.com/best-colleges/university-of-san-francisco-1325","University of San Francisco","https://premium.usnews.com/best-colleges/university-of-san-francisco-1325/overall-rankings","$48,066","6,847","1100-1290","22-28","$54,900","More selective","66%","Jan. 15","46.7%","51.6%","1.8%","13:1","67%","","499","685","14","","19","","17","","","20","125","","","","168","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","73","91","5","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","","","","","","","","","","","","","","","","","","","","","","",""
"#89","https://premium.usnews.com/best-colleges/marquette-university-3863","Marquette University","https://premium.usnews.com/best-colleges/marquette-university-3863/overall-rankings","$41,870","8,335","1130-1310","24-29","$54,000","More selective","89%","Dec. 1","45.4%","45.1%","9.5%","14:1","59%","","646","518","19","13","","70","","","","","","","","","75","","","","","","","","","","","","127","59","","","","107","138","69","","110","","","","","95","","","6","","","","","11","26","","","","","","","","","","","","66","82","","","","","","","","","213","","","","","","","145","","","","","","","102","","","","","","","","","","","","","","","","","","","","","","85","","","","","","","","","","","","","","","","","","114","","","","","","","","","","","","","","","","","","","","","","","","","20","","","15","40","","","","","","","","","","","","","","","","","131","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","","",""
"#80","https://premium.usnews.com/best-colleges/north-carolina-state-raleigh-2972","North Carolina State University--Raleigh","https://premium.usnews.com/best-colleges/north-carolina-state-raleigh-2972/overall-rankings","$28,444 (out-of-state), $9,101 (in-state)","24,150","1230-1390","27-31","$55,400","More selective","51%","Jan. 15","36.3%","47.3%","16.4%","13:1","50%","","2,245","362","92","","","","","","","","","74","","","46","","","","","","","","","","","","30","21","8","34","23","26","32","27","38","16","18","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","","","","","","","52","","","","","","","","43","","","","","","68","","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","","","","","","52","","","","","","","","","","","","","","112","","","","","","","","","75","44","","","","","","","","","","","","","47","","","","","","","","16","3",""
"#89","https://premium.usnews.com/best-colleges/indiana-university-bloomington-1809","Indiana University--Bloomington","https://premium.usnews.com/best-colleges/indiana-university-bloomington-1809/overall-rankings","$35,456 (out-of-state), $10,681 (in-state)","33,429","1140-1350","25-31","$49,700","More selective","76%","rolling","36.2%","45.6%","18.2%","17:1","63%","","2,114","342","27","10","9","","","10","","17","11","13","17","","30","13","","11","","18","","10","5","11","","","","","","","","","","","","","","","","","32","","","","","","21","23","","","17","","","","","","","","","","13","","","","","","","","","","","39","","","","","","","32","7","","","","","","16","55","","","30","","","41","","","","","","39","","","","","","","","","20","","","","","","","","33","","","","","","","","","42","20","3","","","","","","","","9","","10","","11","","","","","34","","","","","","","","","","","","","","37","","","","","7","","","29","","","","","","17","","","8","","","","","","","1","1","","","8","1","","10","1","3","5","","","15","12","","","","2","10","","69","",""
"#102","https://premium.usnews.com/best-colleges/university-of-oregon-3223","University of Oregon","https://premium.usnews.com/best-colleges/university-of-oregon-3223/overall-rankings","$35,478 (out-of-state), $11,898 (in-state)","19,340","1080-1270","22-28","$48,300","Selective","83%","Jan. 15","37.6%","41.6%","20.8%","17:1","52%","","1,131","535","","","","","","","","","","","","","13","","","","","","","","","","3","","","","","","","","","","","","","","","","85","","","8","11","","","","3","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","59","","","","","","","25","64","","","","","","31","","","","","","59","","","","","","","","","47","","","","","","","","82","","","","","","","","","","53","","","","","","","","","","","","","","","","","","55","","","","","","","","","","","","","","56","","","","","","","","65","","","","","","45","","","","","","","","","","72","","","","","","","","","","","","","47","53","","","","","","","","",""
"#102","https://premium.usnews.com/best-colleges/clarkson-university-2699","Clarkson University","https://premium.usnews.com/best-colleges/clarkson-university-2699/overall-rankings","$49,444","3,090","1143-1330","24-29","$63,800","More selective","66%","Jan. 15","51.6%","30.7%","17.6%","13:1","58%","","253","106","","","","","","","","","","","","","","","","","","","","","","","","","116","","","","83","67","","118","69","41","","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","","","","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#102","https://premium.usnews.com/best-colleges/rit-2806","Rochester Institute of Technology","https://premium.usnews.com/best-colleges/rit-2806/overall-rankings","$44,130","12,429","1190-1380","26-32","$60,300","More selective","57%","rolling","46.7%","48.7%","4.6%","12:1","28%","","1,023","436","73","","","","","","","","","141","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#96","https://premium.usnews.com/best-colleges/university-of-vermont-3696","University of Vermont","https://premium.usnews.com/best-colleges/university-of-vermont-3696/overall-rankings","$42,516 (out-of-state), $18,276 (in-state)","11,339","1180-1350","25-30","$49,300","More selective","67%","Jan. 15","49.2%","36.2%","14.6%","17:1","62%","","629","197","","","","","","","","","","","","","84","","","","","","","","","","","","127","89","","","","118","","66","","126","","","","","","","","","","","","","","","","46","66","","","","","","","","","","91","","","","","","","","","112","","","","","","","122","","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","","","","","","","","","","53","","","","","","","","","","","","","","","","","","66","","","","","","","","","88","108","","","","","","","","","","","","","","39","","","","","","","","",""
"#106","https://premium.usnews.com/best-colleges/temple-university-3371","Temple University","https://premium.usnews.com/best-colleges/temple-university-3371/overall-rankings","$28,426 (out-of-state), $16,666 (in-state)","29,550","1130-1310","24-29","$48,300","More selective","57%","Feb. 1","37.5%","53.8%","8.7%","14:1","45%","","1,483","1,348","18","","","","","","","","","","","","51","","","","","","","","","","","","122","78","","","","107","80","96","","76","","110","","","47","","2","","","24","","15","17","6","","69","57","","","","","","","","","","","","","","","","","","","140","","","","","","","96","","","","","","","25","102","","","13","","","","","","","","","","","","","","","","","","60","","","","","","","","15","2","","7","","10","","","","27","69","","","","","","","","","","","","","","","","","","74","","","","","","","","32","60","53","","","","100","","","","","","","","65","","","","","","60","","","","","","","","","59","","","","","","","","","","","","","","57","30","","","","","","","79","",""
"#119","https://premium.usnews.com/best-colleges/depaul-university-1671","DePaul University","https://premium.usnews.com/best-colleges/depaul-university-1671/overall-rankings","$39,975","14,816","1080-1310","22-28","$51,500","More selective","72%","Feb. 1","40.5%","58.4%","1%","16:1","59%","","916","939","56","","","","","","","","","","","","168","","","","","","","","","","","","","","","","","","","","","","","","","","128","","","","","16","28","","","23","","","","","","","","","","","","141","164","","","","","","","","","","","","","","","","","","","","","","","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","131","","","","","","","","","88","108","","","","","","","","","","","","","","","","","","","","","","",""
